total_nr_trx,nr_debit_trx,volume_debit_trx,nr_credit_trx,volume_credit_trx,min_balance,max_balance,CRG
-0.1087631184384684,-0.06629597972212933,0.1523622690532161,-0.04926977208756356,0.20508592757856195,-0.7213959266022363,0.8553707508456101,1.0
-0.19787390352789205,0.09421270917126293,-0.1507994519140895,-0.4381656307472359,-0.28504879928005666,-0.7265161077620634,0.8551610917899356,1.0
-0.1182508612065102,0.1423993746011269,0.9066466770966661,-0.310616485880845,0.5598487143150337,-0.7424102076334486,0.8317997802697248,1.0
-0.25135971317148154,-0.00984457376574362,0.6578441152606661,-0.4110342949264684,-0.4827568053543461,-0.773500632092917,0.8103203768050746,1.0
-0.1375233668486916,0.008277599442366378,-0.2389495415460667,-0.17969694283951396,-0.25985658124407407,-0.7750000523688448,0.6870872326863506,1.0
-0.35619405206935156,-0.04711808142207062,-0.397079104731815,-0.6228016582008381,-0.09309081316463493,-0.7762168781998682,0.6756308481802604,1.0
-0.3318493099455953,0.09421270917126293,-0.3019295414018189,-0.8608388979699706,0.029463085051562372,-0.7757039961527387,0.6758139290993547,1.0
-0.5174790967728361,-0.2818499083410116,-0.2867535469704068,-0.6580168283904467,0.006496764788071295,-0.7686844042312859,0.6661448654339259,1.0
-0.17731646172266136,-0.08585366296417798,-0.30929827474392163,-0.15975786699030445,0.24521926254373783,-0.7541894178442268,0.6597788767250509,1.0
0.022982362888190944,0.23224589827209208,0.0995122079052187,-0.10267098440309348,0.5004661990864866,-0.7141067522175243,0.7724906888152306,1.0
-0.1087631184384684,-0.00984457376574362,-0.11165989457391377,-0.10267098440309348,0.11045482516025464,0.5236898009617201,0.7402841994616135,1.0
0.006463230866590252,0.1579529358816035,-0.024919805743923367,-0.04926977208756356,0.05100471781599284,1.539937584176292,0.7242106896692164,1.0
-0.2850014864224325,-0.12617071919084438,-0.13965288456872327,-0.33460169012457275,-0.015399962117209377,1.5468367645154908,0.7559214353023743,1.0
-0.35619405206935156,-0.23481098357428054,-0.4619976908846081,-0.3593029754237143,-0.049205180025351465,1.4916517313484106,0.7746670687852165,1.0
-0.26243825050292435,-0.00984457376574362,-0.1137341500798497,-0.4381656307472359,-0.19643285360231827,1.348652974214123,0.6821807982046654,1.0
-0.3318493099455953,-0.1469637130748363,-0.14912839141597048,-0.4110342949264684,-0.30666052040231884,-0.4093204358033719,0.7746633416987004,1.0
-0.1087631184384684,-0.06629597972212933,-0.39229894149325123,-0.04926977208756356,-0.0490479093797816,-0.4828148994982474,0.7876056889789758,1.0
-0.1182508612065102,0.07761348264808228,-0.11136910966296262,-0.2210771455467271,-0.3476766835996166,-0.6264145078616027,0.6530275180282001,1.0
-0.26243825050292435,0.02607322917602701,-0.20803252461179045,-0.4952525133344472,-0.4071581040973783,-0.6660900809414511,0.7876043964658846,1.0
-0.5174790967728361,-0.33124173649451893,-0.38670266519412355,-0.5890242496377764,0.044886219553851095,-0.6834225322355357,0.8113427730537118,1.0
-0.1278369243031393,0.008277599442366378,0.1853184926361955,-0.15975786699030445,-0.15048386085876286,-0.731122359766524,0.8058802450326594,1.0
-0.001908290617973976,0.217827675350319,-0.27489038753304,-0.14028798968379932,-0.29254157935057956,-0.7377455891141684,0.8058782463362214,1.0
-0.1375233668486916,-0.00984457376574362,0.03771799453216735,-0.15975786699030445,0.13751357699675076,-0.7406635852248926,0.6776456640400076,1.0
-0.03617320084812809,0.06073049495947351,-0.0952434357455498,-0.03220872212391356,0.05049827603284697,-0.7414261237189129,0.6864785000752726,1.0
-0.6773667895328982,-0.3062370913262853,-0.14152648812505356,-1.0687843994477217,-0.45979597043973736,-0.7390103384292145,0.805877758009794,1.0
-0.7129498999300381,-0.46674578021967755,-1.0802065661479854,-0.8608388979699706,-0.7259562022922502,-0.7392320143829203,0.6712128109516386,1.0
-0.5473219044764697,-0.2818499083410116,-0.14300106718671893,-0.7332897531035794,-0.061308472872005554,-0.7391323887224645,0.8072264185923888,1.0
-0.8084001485683111,-0.49622948399218925,-0.8461314422124497,-1.0687843994477217,-0.7707488476855314,-0.7419867727172167,0.8072254157241096,1.0
-0.8084001485683111,-0.5579765097647049,-0.7501704971035449,-0.9582963045449808,-0.81526649686904,-0.7452144214669312,0.6613668399098757,1.0
0.15262455760496,-0.04711808142207062,0.9969005110239225,0.3629954131484845,0.5809689450930697,-0.7566656978764171,0.9234439817011079,1.0
0.1163435619912829,-0.12617071919084438,0.740064587795017,0.3524547405665478,0.547758937225521,-0.7722836087586649,0.9077184404889718,1.0
0.07084028348774507,-0.1682039022254566,0.6184691775951731,0.30889565152351345,0.5354305764773342,-0.7725406296066984,0.8158743845064724,1.0
0.0785813061561398,-0.12617071919084438,0.6111464499930754,0.2976379049666454,0.42191912047597097,-0.7678829231119199,0.7992756847189671,1.0
0.09387168420830087,-0.49622948399218925,0.5234557020911308,0.4708609017101814,0.4517256344743006,-0.7670610554770311,0.7927504641712474,1.0
0.18753612763820118,-0.1682039022254566,0.7145503645324991,0.4708609017101814,0.7090408599971434,-0.7560468337457273,0.9090596939079777,1.0
